source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,utk_creator,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial_local,spatial,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,photographer,utk_photographer,creator,contributor,utk_contributor
tenncities:352,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000452 | 0253 | tenncities:352 | record_spc_4108,,,,,,East Main Avenue Methodist Episcopal Church,,"East Main Avenue Methodist Episcopal Church was built in about 1900 at 1249 East Main Avenue. It was replaced by Mount Olive Baptist Church in 1947, and later the Knoxville Civic Auditorium and Coliseum was built at the site.",,,1911,,,1911,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85026263 | http://id.loc.gov/authorities/subjects/sh85025873 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:500,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000600 | 0401 | tenncities:500 | record_spc_4256,,,,,,Stereoview of Gay Street,,"Stereoview of Gay Street in downtown Knoxville. Although no individual businesses can be identified, signs direct passing cars to visit M. M. Newcomer & Co. (located at 402-410 S. Gay).",,,1900-1915,,,1900/1915,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300127197 | http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:379,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000479 | 0280 | tenncities:379 | record_spc_4135,,,,,,View down Walnut Street,,This hand-colored postcard shows a view of Walnut Street looking north from Church Street.,,,1908,,,1908,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85005927 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,"Howard, Monroe",http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:429,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000529 | 0330 | tenncities:429 | record_spc_4185,,,,,,Aerial view of Knoxville,,"Aerial view of Knoxville showing part of the University of Tennessee campus (including Hoskins Library and Ayres Hall), Henley Street Bridge, and East Tennessee Baptist Hospital.",,Gary Heatherly Images,1992-2007,,,1992/2007,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/vocabulary/graphicMaterials/tgm002111 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,Impact FL Inc.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:193,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000293 | 0094 | tenncities:193 | record_spc_3949,,,,,,Kingston Apartments,,The University of Tennessee built the 21-story Kingston Apartments in 1968 in order to accommodate its rapidly expanding student population. The building served as married and graduate student housing until 2006 when New York developer Stanley Mohr bought the property with plans to turn it into a private apartment building.,,,1968-1980,,,1968/1980,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85005927 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:504,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000604 | 0405 | tenncities:504 | record_spc_4260,,,,,,"View of Downtown Knoxville taken from the University of Tennessee's ""Hill""",,"View looking down Cumberland Avenue taken from the University of Tennessee's ""Hill."" Visible structures include a number of businesses that were removed in order to make way for the 1982 World's Fair.",,,1958,,,1958,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:174,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000274 | 0075 | tenncities:174 | record_spc_3930,,,,,,Christian Union Community Club,,"Christian Union Community Club was formed in about 1918 and disbanded in 1929. The building shown was later used for other benevolent purposes, including a Works Progress Administration night school and a Junior League Day Nursery.",,,1918-1929,,,1918/1929,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85022665 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:307,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000407 | 0208 | tenncities:307 | record_spc_4063,,,,,,Construction of an unidentified building,,Crowd gathered at the construction of an unidentified building in Knoxville.,,,1880-1900,,,1880/1900,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/vocabulary/graphicMaterials/tgm002773 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:232,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000332 | 0133 | tenncities:232 | record_spc_3988,,,,,,View of Downtown Knoxville,,"View of downtown Knoxville from across the Tennessee River. Visible structures include the old Second Presbyterian Church, the Holston Bank Building, Knoxville Civic Auditorium and Coliseum, and Gay Street Bridge.",,,1960,,,1960,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:145,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000245 | 0046 | tenncities:145 | record_spc_3901,,,,,,Knoxville General Hospital,,Knoxville General Hospital opened on Cleveland Place in 1902. It served as Knoxville's primary hospital until August 1956 when it was replaced by University of Tennessee Memorial Hospital (later University of Tennessee Medical Center).,,,1920,,,1920,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2006007120 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:262,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000362 | 0163 | tenncities:262 | record_spc_4018,,,,,,View of Knoxville,,View of Knoxville from across the Tennessee River. This photograph was taken on the site of Fort Dickerson's Civil War trenches.,,,1962,1962,,1962,,,,Knox County Library,http://id.loc.gov/authorities/names/n79109786,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,http://id.loc.gov/authorities/subjects/sh85133887 | http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101229 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:583,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000683 | 0484 | tenncities:583 | record_spc_4339,,,,,,World's Fair grounds looking toward Candy Factory from near Information Kiosk,,"View of the World's Fair grounds including an information kiosk and the Candy Factory. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:117,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000217 | 0018 | tenncities:117 | record_spc_3873,,,,,,Wonderland Hotel,,"The Wonderland Park resort community (including Wonderland Hotel) was created in Elkmont in 1912 to rival the Appalachian Club's nearby resort area. Wonderland Hotel and its associated buildings became Wonderland Club in 1914 when they were sold to a group of private investors from Knoxville. Most of these private owners managed to obtain lifetime leases when the Great Smoky Mountains National Park was created. The majority of these leases were eventually converted to 20-year leases that were later extended to expire in 1992. Wonderland Hotel ceased operations when its lease expired and collapsed in 2005 while debate over what to do with the historic structures standing in Elkmont raged. Although salvage efforts were discussed, the hotel was demolished in late 2006.",,,"Sep 9, 1921",2006,,"Sep 9, 1921",,,,Arcadia Publishing,http://id.loc.gov/authorities/names/n79022924,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Great Smoky Mountains National Park (N.C. and Tenn.),http://id.loc.gov/authorities/subjects/sh2005004887-781,"35.60065, -83.50877",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062487 | http://id.loc.gov/authorities/subjects/sh85101268,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/n78030817,,,,
tenncities:113,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000213 | 0014 | tenncities:113 | record_spc_3869,,,,,,Cherokee Country Club,,"View of Cherokee Country Club's original clubhouse, constructed in 1907. The structure was demolished in 1928 to make way for a more elaborate clubhouse designed by Knoxville architects Baumann and Baumann.",,,1908,1978,,1908,,,,Donning Company Publishers,,"253 West Bute Street, Norfolk, VA 23510",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh86007242 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:137,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000237 | 0038 | tenncities:137 | record_spc_3893,,,,,,Ellis and Ernest Drugstore,,"Wilbur Ellis and Harold Ernest opened Ellis and Ernest Drugstore near the University of Tennessee campus in 1926. For many years, the store served as a popular gathering place for UT students as well as Knoxville residents and tourists. The drugstore was razed in the late 1960s in order to accommodate the Carolyn P. Brown University Center, but the establishment was commemorated with the Ellis and Ernest Friendship Walk.",,,1955,,,1955,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85039770 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:157,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000257 | 0058 | tenncities:157 | record_spc_3913,,,,,,Van Deventer Building,,"This structure, which became the Van Deventer building in 1905, was built shortly after the catastrophic fire of 1897 and was advertised as one of Knoxville's fireproof buildings. It operated as the Van Deventer building until 1916, at which time it became St. James Hotel.",,,1906-1916,,,1906/1916,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",| http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Van Deventer Family,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:576,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000676 | 0477 | tenncities:576 | record_spc_4332,,,,,,Sunsphere,,"View of the exterior of the Sunsphere at the World's Fair. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:331,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000431 | 0232 | tenncities:331 | record_spc_4087,,,,,,Hotel Farragut,,"Named after Admiral David Glasgow Farragut, Hotel Farragut opened on the corner of Gay Street and Clinch Avenue (the site of the old Imperial Hotel) on February 1, 1919. It flourished until 1929 when the Andrew Johnson Hotel opened nearby, after which time the two hotels provided each other with stiff competition. Hotel Farragut closed in 1977 and was converted into office space in 1978.",,,1934-1943,,,1934/1943,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062487 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Standard News Agency,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/no2018075295,,,,
tenncities:473,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000573 | 0374 | tenncities:473 | record_spc_4229,,,,,,Masonic Temple,,Knoxville's Masonic Temple was originally Charles McClung McGhee's private home. The structure was designed by architect Joseph F. Baumann in 1872 and altered to serve as the Masonic Temple after McGhee's death in 1907. The interior of the home was restored in the early 1990s.,,,1924-1930,,,1924/1930,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85051720 | http://id.loc.gov/vocabulary/graphicMaterials/tgm006329 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Knoxville Engraving Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:425,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000525 | 0326 | tenncities:425 | record_spc_4181,,,,,,Hotel Atkin,,"Clay Brown Atkin (1864-1931) built Hotel Atkin in the late 1870s on Gay Street. Atkin also ran a business manufacturing furniture and mantels, developed a number of other Knoxville and Fountain City properties, and served as director of a number of local organizations.",,,1915,,,1915,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062487 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Lumitone Photo-Print,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:294,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000394 | 0195 | tenncities:294 | record_spc_4050,,,,,,View of railroad tracks and W. J. Savage Company,,View of railroad tracks running through Knoxville near the city's center. Also visible are W. J. Savage Company in the foreground and the University of Tennessee's Ayres Hall in the background.,,,1958,,,1958,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh87002049 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:469,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000569 | 0370 | tenncities:469 | record_spc_4225,,,,,,John Sevier's Marble Springs Plantation,,"John Sevier was born in 1745 in Virginia. He fought in the Revolutionary War (most notably at the Battle of Kings Mountain) and was later involved in the short-lived State of Franklin and the campaign for Tennessee statehood. When Sevier became Tennessee's first governor in 1796, he settled in south Knox County. Here, he constructed Marble Springs Plantation which consisted of a main building (shown) and several smaller outbuildings. Sevier died in Alabama in 1815 and reinterred on the Knox County Court House lawn in 1889. His wives, Sarah Hawkins and Catherine ""Bonny Kate"" Sherrill, are buried nearby.",,,1921,,,1921,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knox County (Tenn.),http://id.loc.gov/authorities/names/n81102870,"35.99322, -83.93709",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/names/nr89016779,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:529,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000629 | 0430 | tenncities:529 | record_spc_4285,,,,,,Gay Street (600 Block),,"View on Gay Street in downtown Knoxville. Visible businesses include Akers Jewelry Store, Tennessee Hat Works, Spence Trunk Co., Hotel Farragut, and Bankers Trust Company. Also visible are electric streetcar tracks.",,,1927-1931,,,1927/1931,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:178,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000278 | 0079 | tenncities:178 | record_spc_3934,,,,,,Knoxville Civic Auditorium and Coliseum,,View of the Knoxville Civic Auditorium and Coliseum which opened in the fall of 1961.,,,1961-1990,,,1961/1990,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85009485 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:131,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000231 | 0032 | tenncities:131 | record_spc_3887,,,,,,Riverside Hospital,,"Riverside Hospital, located on Riverside Drive, was established around 1918. It continued to operate until 1927 when it became Riverside-Fort Sanders Hospital and moved to 1909 Clinch Avenue.",,,1918-1927,,,1918/1927,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062285 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:426,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000526 | 0327 | tenncities:426 | record_spc_4182,,,,,,Gay Street Bridge,,View of Gay Street Bridge crossing the Tennessee River.,,,1903,,,1903,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,http://id.loc.gov/authorities/subjects/sh85133887 | http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n88079917,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
